locomotive_id,engine_hours,avg_speed_mph,total_miles,oil_change_interval,brake_thickness_mm,wheel_wear_score,temperature_avg,vibration_avg,fuel_efficiency_mpg,last_maintenance_days,needs_maintenance,estimated_cost
LOC-0027,16624,54.681128008041625,322004,284,7.283185569292505,99.06837308797893,64.41207871088785,4.702114600768748,0.3466212733872679,34,0,1099.2497377660086
LOC-0028,31421,61.046807420425026,267302,196,12.67016864112292,35.831625476736306,72.43850407045251,6.583110479622827,0.28227615977473197,166,0,1029.0753784033213
LOC-0029,7462,66.01398894876961,290010,229,10.972500039312118,27.67475543007314,70.79636942844428,3.357644469755476,0.160236480360481,58,0,726.7117140018568
LOC-0030,44366,47.56122206773386,183051,182,9.558285132364082,39.36606234470359,73.22655075617158,4.984712482648154,0.18273910576120544,58,1,1161.630823379721
LOC-0031,40184,44.96617102682461,117664,140,13.547081478985987,64.04498428894351,74.16980359917318,4.988749854630743,0.19638613167038718,166,0,816.9832017745246
LOC-0032,26226,67.81193306426526,379966,151,15.053823952818986,8.694230943903293,82.20314962227334,6.776179457934283,0.2265621613569352,66,0,812.3266848253222
LOC-0033,29744,44.649129639381975,397193,193,22.875642010378222,44.16022322992165,76.03830806669106,8.212654815510103,0.18544731704814332,161,1,928.6181454258526
LOC-0034,16148,69.14769069610807,264641,258,14.9283526204954,38.27128031228232,64.61367797652757,5.681020322482919,0.31972657754588296,137,0,713.1054016318062
LOC-0035,39386,60.891332855203345,479754,254,10.364010903040537,57.174281012811136,74.17193658269879,6.147065501953162,0.25192311023844616,35,1,1243.4473382221468
LOC-0036,35851,44.312792981111954,495791,269,22.64602115844216,77.54402670381614,67.23513221277234,3.173204122938886,0.18960690442161154,50,0,1176.4268804446006
LOC-0037,42590,68.80368428275862,99516,235,9.22034187411679,67.74891756312074,60.387171677790384,5.162476269173791,0.3024130150816525,160,1,886.4404436032721
LOC-0038,49048,64.65927674562997,69419,249,15.741432039285986,0.22991719918163955,76.26995607789368,4.992224693658178,0.16107601122051404,96,1,1096.2069461199583
LOC-0039,21205,62.644249713295174,320088,131,17.121496226237106,65.76276185828868,62.613607300237476,4.570508588264223,0.3426317089132424,135,0,860.2617031931065
LOC-0040,36507,52.79363911423932,242166,256,6.338554666482656,47.608568652253915,79.30503493635797,6.00206987040197,0.23832517615120968,173,1,652.9771020324931
LOC-0041,30411,64.40536218818345,195204,112,16.678124275154428,64.7638279988056,64.43194828070183,2.575051112632682,0.20725549758766995,114,1,871.3930126844172
LOC-0042,39709,67.307059821961,59478,174,11.264923738047994,96.44423159086747,82.18042888347303,4.885592692029757,0.3286114511723451,71,0,1178.5625164234941
LOC-0043,43362,60.51875048890166,247299,207,13.505650942727312,85.21790554319776,81.88066008270293,2.907606698888927,0.26387537522082444,52,0,1153.00133086404
LOC-0044,9598,61.382396923542586,292104,149,15.356458245093247,18.871125614611582,82.59050486568495,1.0253336961737936,0.3325083938897622,121,0,777.3951927152295
LOC-0045,7840,61.9596679508209,167431,100,9.411965558802272,85.59272557478977,56.708658064814955,3.550310477776884,0.34295732755474645,156,0,706.7523867857346
LOC-0046,12241,56.50099246620314,63765,169,6.84845340159542,28.960954586133415,88.41515210086507,5.943396095833897,0.21427065802182177,132,1,826.850009979727
LOC-0047,23166,52.156597512492795,261582,291,19.071807785520562,69.48178736612904,77.12745556543774,5.366511502953384,0.17552381819906596,173,1,902.9238484087942
LOC-0048,43442,41.472859402771114,485684,197,22.589143784102827,3.539309666058321,85.58772755762965,3.6511406363625216,0.1971706104556303,126,0,951.1452724604832
LOC-0049,5437,46.64062044626418,285953,153,10.177341193281071,83.2099157428807,65.33027636132346,7.940950905864944,0.28057494276528466,8,0,1065.8994699639507
LOC-0050,22201,69.99941513444801,104978,152,7.9451192337204235,57.30195498003532,69.80192345292747,2.352166118123029,0.18241190527907541,54,0,954.0228323848195
LOC-0051,48750,62.54141591134158,236783,106,13.616832184428478,34.89608718984882,59.21218723382383,-0.8989878218224332,0.2322984839175299,137,1,1039.613403011165
LOC-0052,24340,50.27889320462276,294354,275,11.436859403979458,87.04830232426043,61.250177051844545,8.526222655245409,0.3086371262170846,133,0,726.308129885881
LOC-0053,33812,62.37974468043009,51493,121,17.97076171520233,2.8220386247968965,59.08551309059489,8.433367009631993,0.29482901342053314,101,0,1037.1183910255036
LOC-0054,42521,41.05846367343046,423255,188,15.866010438285565,51.218667164789544,91.04126339924838,4.253593680612642,0.24041898668359488,5,0,1335.5058298954843
LOC-0055,11155,68.55534728820558,125810,130,8.970084562492438,91.91566772868818,77.06504516264313,3.9497645604051863,0.26814610773854,24,0,952.4703524995796
LOC-0056,26055,60.24077652217023,472698,106,7.466086272546151,58.617569113330205,72.7858460098877,7.604658103475227,0.261178797045071,11,0,1170.8142249700281
LOC-0057,45427,40.96827846174188,114552,145,16.009691920507144,82.62331266891904,80.71881395513171,2.775149233959816,0.299350507174597,108,0,1250.2885016409998
LOC-0058,49363,67.01462865672701,95475,299,7.780418154350177,77.19588173799194,52.994468806763635,3.6462804899252417,0.3146304079768564,29,1,1195.2250700861712
LOC-0059,13122,51.80877857431923,171988,231,23.373835829787858,51.741573575958654,66.73293345123267,6.264500016299499,0.28095688037795796,16,0,964.7402147498121
LOC-0060,30806,59.76783491563316,249892,251,17.234632241869903,30.1381903629961,68.70450234845798,4.794344046832058,0.31497502284285134,70,0,1158.9619165450044
LOC-0061,36309,42.35996417543927,96532,152,20.246174790141392,36.5211475961796,61.650573906081576,6.145595884511442,0.31092729338446623,93,0,964.1254455064577
LOC-0062,3521,63.64045082153992,83728,296,13.877902296869,86.25137779225595,63.938460436370285,7.194266246299762,0.19575706867381487,70,0,773.7706401324054
LOC-0063,36390,47.05906102076214,56251,202,20.20571964169418,59.009321443136976,88.26983295603533,6.58077122614085,0.326513880856383,13,0,1147.3480500133078
LOC-0064,39676,50.055975454672804,277897,115,21.648225017627965,47.55679968747567,61.70264036566153,4.244652028687888,0.2400866111286571,100,0,956.3649222673989
LOC-0065,40029,55.7601267486332,179999,175,18.26806476116217,63.28084398831603,70.6956030838386,6.594729462896263,0.2982341532607694,84,0,1291.6131251361912
LOC-0066,28901,61.01874920515862,370602,206,20.838125774408486,61.429137477842325,83.95343221244966,5.5547307021534325,0.2893731789221027,79,0,858.4884186469592
LOC-0067,31658,44.62263888102958,79113,150,8.898357997237804,69.8941243386289,68.22771338938455,5.1576695018767325,0.30373285975467834,168,1,880.1522715782314
LOC-0068,4378,54.443795290632835,167111,173,10.288477455102754,12.217847506574742,52.79058553368811,4.206079931941792,0.21973469167612392,27,0,752.8000633934528
LOC-0069,14391,68.5668514670423,340437,159,13.839180741313006,14.16415762190849,84.69047464429163,4.528038999580555,0.2679598493798549,115,1,691.9306113885061
LOC-0070,3629,67.88773183338684,69406,220,17.928256395404823,60.056262419612935,71.84984941487613,7.186297146705412,0.30075771643860294,162,0,650.2364764582834
LOC-0071,45595,55.20427575293404,299345,131,6.2128241591286955,12.401573732287986,60.42330428135775,9.222342202442455,0.26770659780313855,96,1,1033.588659526247
LOC-0072,7869,52.87479344053306,493087,183,9.27239060798463,95.36102169772882,57.543080701639866,3.5692879614519755,0.15785426115670612,103,0,730.5266048225423
LOC-0073,39559,68.11910455584723,354791,159,12.9632850595512,63.65781250214507,87.43666950125753,4.216958159083496,0.27303734567417104,21,0,1071.3889425651182
LOC-0074,44962,48.63061556264719,371134,226,13.7267101529172,69.37060380708279,58.822117037590964,2.0501767450916497,0.15737654092802594,116,1,1170.7392043420352
LOC-0075,28530,54.67289361047578,109688,172,24.22414191399717,80.1917699139964,78.79594431462147,5.800388460806972,0.32888492695765215,99,0,1118.4797504131684
LOC-0076,40515,61.078122014158794,253842,213,14.301543790520029,58.96629732821388,86.48143507638919,3.599770634779305,0.291558155256636,154,0,1088.5348443440787
LOC-0077,36580,56.90619255200089,167237,132,19.925326758686438,74.55474007504375,78.19822937812769,4.925983899681305,0.22960253791861307,90,0,969.1998965871784
LOC-0078,22785,51.826037011505505,415494,142,14.672873699629667,45.021432504930026,71.54089515299532,5.0245594954726975,0.2271332269292405,43,0,935.2667110113676
LOC-0079,22764,45.530771432390246,227300,296,15.659946345251175,0.1396895630743189,74.84412499848673,6.401215352983646,0.23305161765922353,169,0,796.971485597908
LOC-0080,31207,60.36029391562675,469385,117,11.36500257094121,74.75627739236404,75.18213366928062,2.93118384265928,0.18533610911649234,7,0,981.0393800753878
LOC-0081,15731,56.695877824148546,309379,115,12.4362266841032,68.19713998881718,76.95316263251516,4.246254299449012,0.191173150733193,110,0,774.5934592451334
LOC-0082,12230,44.53170060139122,291076,213,14.162149064088002,77.0544231540953,73.06189963232477,4.64090607702738,0.2977372173782846,44,0,804.7221053725403
LOC-0083,29572,53.39021705045705,175654,254,16.797780346009688,35.39281042827284,82.03515276706652,4.425625893289429,0.2047912813568138,108,1,945.7321278472155
LOC-0084,7917,44.68527103286532,202470,140,12.781841444234455,34.89027115691001,63.33374171118292,4.665198471371395,0.24753946902782809,27,0,850.4908467222042
LOC-0085,36961,42.95980363341246,236283,122,21.26969638261929,20.3080977567338,81.2234196145555,5.2042580152919795,0.2642793665547166,100,0,980.3042464482043
LOC-0086,26455,69.28254996561708,154907,222,5.243990351846088,6.061376980136668,65.45397356406993,5.858414835421258,0.2471681020803517,25,0,1071.9645026046824
LOC-0087,47151,44.28531759151698,80790,119,8.955943357092728,39.32332971355529,69.1091006317535,4.2399032646769035,0.32391262578715174,177,1,926.7098556288873
LOC-0088,45414,48.242825814363336,474334,197,8.58391713626623,83.6985592672405,67.49457591643672,3.269596262004149,0.3028658707817947,8,0,1087.1352697269988
LOC-0089,33185,43.203627879719576,370071,287,10.296013647895073,37.83037999255087,81.42013952706641,2.2793601513314408,0.1729476624673063,146,1,751.5838203301613
LOC-0090,44479,53.779587881584035,165294,278,16.88961592562351,78.51407402268549,60.4390400026146,9.888166495747473,0.1718013012560572,39,0,1273.8798977246965
LOC-0091,45684,46.23105652752365,103263,180,14.022168887535303,42.11028650822632,67.1649818089889,3.710311969359262,0.1746128576887075,91,0,1188.2936681266185
LOC-0092,40721,53.3555113016029,191668,271,16.41827243471557,74.59866386571686,95.41453388987621,5.321050897801651,0.34411234475441344,146,0,884.5449997726244
LOC-0093,6931,66.01623314822554,362215,101,13.950832932577462,10.692573553075002,70.50211691066623,1.3865226733820286,0.24893027923877145,55,0,827.2969377306048
LOC-0094,41751,55.9008705371196,399299,128,5.814250971031107,93.09176762214184,74.28581799860753,5.020095475867216,0.2688340950924238,42,0,1234.3323788932041
LOC-0095,19841,61.86970492340794,249352,285,21.376844708415426,58.72057590330025,80.34877993586711,5.8928376290306375,0.3478868779011515,87,0,680.12399208497
LOC-0096,37623,69.21205380739903,263576,294,22.148841397772475,98.39273787231397,69.55675795306784,2.7961401123279748,0.20901938262524475,113,1,886.3049115271602
LOC-0097,13149,51.36046176599315,123910,211,8.943242154955835,57.206014813841776,86.02003283210851,4.353597959745372,0.26223184840950964,14,0,995.40906852622
LOC-0098,15481,68.3674475929297,253626,174,6.0650845008374565,5.433788021539144,77.73905148922492,6.809204043051112,0.20940002249450107,3,0,907.6545361381932
LOC-0099,34050,63.94541548718328,220835,217,10.435708878004588,3.02389635055873,84.72590749358469,7.211160926105824,0.32830228276799417,155,1,965.7570234004044
LOC-0100,6452,40.74763249962025,158680,211,21.717919577142478,29.21302842861352,91.68073065605924,3.978334798834725,0.3472694975055609,105,0,778.7285681805457
LOC-0101,14091,41.737792673331974,267200,168,10.267511070386968,54.619325403437976,82.14118769159964,5.541813803004178,0.19369733011813525,111,0,642.0980602662459
LOC-0102,17520,57.06888920535721,246424,239,22.796688203012984,49.50691001349815,51.92423819828649,8.007043509481262,0.22016505143491313,97,0,906.321279122975
LOC-0103,20151,48.402255606915745,121702,193,10.259446483558552,38.87470860475945,76.87323590297349,9.154033966780101,0.22140919585275878,81,0,1075.9796672137131
LOC-0104,26499,53.43207906586224,444964,256,17.704469266092037,27.70884061975919,51.440112790292076,5.792812255102252,0.16185990296816116,132,0,881.6820287929191
LOC-0105,32358,55.015209481008895,362946,181,8.360698998282768,56.44117616228017,95.20685973613006,3.842294901391952,0.24640840682142556,174,1,441.99444297136307
LOC-0106,26871,64.70377386692309,455545,230,13.750557979604993,99.1861349826454,83.63918785744214,5.748732823538303,0.2798666235744126,41,0,1238.9160422644513
LOC-0107,31544,62.51437661867712,413454,142,8.392812254961648,83.52206020007526,67.10736752117916,5.3596053582565775,0.20228296759267875,8,0,1197.3095405715844
LOC-0108,31133,42.09168429400578,327447,149,21.76758752150556,86.9411802777392,83.84634755442235,3.3669869537705885,0.22971361932738113,17,0,1116.6033674540654
LOC-0109,27343,52.61385700612665,161242,134,6.553992958296515,96.71893310401771,65.05495108721891,7.802931502685203,0.21825645072806085,44,0,1045.1352013521969
LOC-0110,30036,64.6686934618829,411759,183,13.564183726107101,73.29876502788294,92.52241781362989,5.740688921426463,0.23996208105897468,143,1,899.9268368486539
LOC-0111,28636,61.00322394955002,427970,139,20.296199693245438,61.21431953433017,62.518176458314215,4.905308506143927,0.1951255231152993,169,1,817.6356836128945
LOC-0112,10994,63.81743835177759,55862,199,10.530824488715215,75.72344682784141,90.7686277540053,6.194585247319573,0.2255703793991787,99,0,815.0399748850518
LOC-0113,49504,43.29757097349106,299933,246,18.855994542645515,73.3523381981761,89.19491080311528,4.588283707336931,0.2797425234924823,170,1,878.3005546996874
LOC-0114,25826,60.15729616278017,134320,178,23.324941846486386,55.49725178750713,73.89160519643183,4.748561965195112,0.2791424451260158,125,0,946.4206839071736
LOC-0115,30921,44.88547359866661,76273,247,14.053009576458207,96.51142744398452,94.13242376123684,2.176252009615994,0.22286776062014169,101,0,836.6107953266264
LOC-0116,28005,55.040741162936925,93324,109,10.62814421743051,94.86941339405828,59.54028389502398,4.527173426237263,0.2987631852288961,169,0,808.3466028530005
LOC-0117,6063,56.16806496752541,301005,112,20.817156036206686,88.70598434246676,87.69649540963366,2.683503156627734,0.19933905847177852,15,0,793.318168040996
LOC-0118,36283,43.01943348368187,214438,221,12.184060548163103,30.327280235785846,72.76691524598884,4.387438286659821,0.27737425568096175,74,0,1164.0789952709247
LOC-0119,27277,67.28859810351977,101368,250,8.399336439348401,40.512857022598055,69.05545179681128,4.643906410425404,0.1609225758559655,164,1,731.446786214914
LOC-0120,22593,46.52344215418684,181975,211,16.456391379125005,83.66147088115,74.93999608310236,4.889456807715002,0.3440018515489759,26,0,937.737424333837
LOC-0121,23123,68.52096244202403,320892,191,13.15173759938535,12.324984399893147,78.053954497191,5.921198035180666,0.16395855478781385,83,1,1029.567128316606
LOC-0122,17142,60.806866314274174,126489,139,8.103203558674991,89.30359164348096,76.34394685832835,7.206143324198267,0.3333848286529241,176,1,691.809032847727
LOC-0123,34684,61.132616613446515,348254,163,7.361431695061411,43.313048595755724,66.79404476867208,5.988166449624917,0.29709530002869766,121,1,1010.735079772982
LOC-0124,14674,50.66461953242854,300444,251,9.729379675331238,37.992368137666375,76.74075691039529,6.518967169902151,0.346903278568512,12,0,1059.4122394400135
LOC-0125,22218,64.75576332248976,468175,152,10.678935858450942,96.38712540211095,66.65552803515855,5.5118410691010595,0.15601266575876663,120,0,933.343703895543
LOC-0126,41525,66.07892079453637,435120,151,12.91489033837756,24.25978337783131,67.19863103489915,5.434107568317385,0.18536246503667042,173,1,956.7971902639241
LOC-0127,24031,46.269985632440346,478110,133,5.727905877795307,94.94408650557011,66.29667143509857,2.315808350218297,0.33179625552863257,25,0,781.4248612042851
LOC-0128,10803,43.345179220202766,201012,111,8.956321873300489,46.790598874422464,80.47440367732924,3.094505317995302,0.33700517229281624,85,0,679.9150632258918
LOC-0129,38567,41.17472325601776,354815,276,9.864636164441205,28.591809366204004,66.50922728916923,1.2345762690576931,0.3076317494619636,166,1,1009.5167665876098
LOC-0130,26242,68.10406708371015,201681,295,14.123834479062614,64.15328799624209,84.15530233446584,7.7286237384717404,0.3152588623031032,177,1,666.616629629899
LOC-0131,35937,49.973989278103026,317742,156,13.270533935431704,88.76056871432104,51.58605100621284,0.8648340368138951,0.3399715639560609,55,0,1303.995439264414
LOC-0132,34944,41.537278482650635,238185,196,12.91456421383977,53.367072947343885,78.5862897976592,3.8686589883289133,0.29397547764832654,135,0,832.7167039313198
LOC-0133,25797,67.55453825347865,493608,158,7.506559579325838,17.788297637642113,58.588241259844565,4.725914397302668,0.21366363357259946,153,1,890.3622994552732
LOC-0134,20821,59.35669328991685,328016,100,5.119590972384421,81.91177536674505,70.96183081059854,6.540160412067648,0.160312387034832,94,0,972.9175309856432
LOC-0135,20140,62.90753675473593,350472,176,5.222205875435149,3.000899302926685,66.39124288878676,7.0423322986244665,0.2293445163188034,171,1,794.1627279476927
LOC-0136,6565,56.73338716403618,253774,112,8.49153302550752,40.26594393100955,65.64603336959509,6.464754973081636,0.29967374596468044,111,0,731.8323632629232
LOC-0137,26585,43.11723312457097,445437,256,14.019897775545637,28.940485339886322,73.31112332440209,7.239730904425687,0.2462288106675367,122,1,1036.7031268071114
LOC-0138,32196,57.07063191852707,324933,243,14.076957890248451,38.341233899468904,77.95326746427719,3.0862066164419475,0.294497148661796,53,0,994.853760056034
LOC-0139,13269,52.569434171415,103640,218,15.426170030192596,15.170793274197724,85.22847202809511,4.9827684088334205,0.29790444871020316,27,0,807.2364326028023
LOC-0140,36945,44.83246667389002,121680,239,8.355232197154328,34.16254441897546,81.16153194921424,4.068798727586773,0.26385960237939154,93,0,1114.6634051088292
LOC-0141,4913,67.71990655308053,414647,217,16.732262005982104,27.78618802236268,79.13227018411266,8.147804133664396,0.33758689051400315,81,0,868.5745749709577
LOC-0142,44005,57.633547022342114,124130,237,16.88984313257356,82.041144571301,89.05840512025416,2.2610850184550517,0.1933429740517063,6,0,1176.4068097596087
LOC-0143,24382,60.525132734708706,257625,201,18.139462545275297,30.02610366930244,68.57606535092408,6.632756421348077,0.17685239720121895,58,0,991.7494396154132
LOC-0144,13736,49.14983683935051,270686,171,14.68638088788271,81.33399091773809,78.82529622457761,4.300803281723829,0.3003601094526979,94,0,944.6615346505719
LOC-0145,5634,46.70961569485079,406309,232,8.576497719473062,85.08972172214418,68.08993102841268,3.935007940072894,0.2807646313656378,39,0,667.6859861977489
LOC-0146,34008,49.25394958700222,249822,267,6.517083767866712,34.030885084059804,73.16196595807374,6.152524413513943,0.1765167003218006,173,1,902.7930775175937
LOC-0147,9064,51.85130922200518,116157,157,22.178897090503124,53.281437646514206,86.25965743711292,4.609163385772428,0.2902658772185852,103,0,518.1575007914507
LOC-0148,42803,65.56453724226954,198581,166,15.450655286409532,15.60931055768533,79.40838895538474,4.358897390406033,0.19633342892304292,26,0,1266.0429314774494
LOC-0149,10112,53.527736117181085,104661,265,14.392485877615195,46.70663732651666,86.13364851916741,8.56448102425456,0.1828098035590835,12,0,853.1239804571034
LOC-0150,47989,63.97382226865841,396931,106,20.254213827315255,28.71534391118923,82.14947187218354,5.570675511201458,0.3434735087953913,151,1,1032.8755842057626
LOC-0151,21493,44.821435801153804,366175,114,8.862728286195399,35.78561018597445,69.43984651044704,5.152041154042241,0.20220376981474192,144,0,819.933088440092
LOC-0152,44446,51.512620202223324,262498,213,15.496995622718053,31.053047238974397,72.82578197455908,3.51976959549354,0.1505405244656676,69,1,1060.3863280799515
LOC-0153,17997,50.6876682024448,175056,297,21.87540316163432,2.291299715442119,75.5135146952267,4.304408799779159,0.2795264115132413,67,0,810.805447333769
LOC-0154,48729,40.16456857588715,477342,190,20.638207950226004,45.47583510184619,74.63791252632011,7.650204869802229,0.2879186050165728,176,1,882.1970982651143
LOC-0155,9742,48.2531477623984,478300,211,13.744258032485705,72.63709792092912,79.00539023697701,5.2542142217953485,0.24335686829911102,74,0,639.3174391414107
LOC-0156,27646,47.98421330314547,472131,293,9.911271526569534,97.40627114435928,75.63148942594742,3.0915072310892366,0.2921155745181297,175,1,671.7418653492444
LOC-0157,35478,64.10289765924715,67178,173,16.5504182027921,30.167271956505846,79.91064133641765,3.402344688421021,0.2815805073134092,62,0,1017.001453675242
LOC-0158,19685,59.53957977642924,344430,245,23.36401823442668,71.12118566203453,60.69669467684592,4.2969250715544325,0.31580522515972764,177,0,696.0980431987555
LOC-0159,15915,64.56918219464087,183694,261,5.5983955232571265,89.94454922624307,76.93019977813279,3.976083159923867,0.17743718345126652,62,0,822.3846529261306
LOC-0160,11603,62.01036491479608,342654,275,9.454526714305906,62.11652643668258,77.9211525505476,7.912727292163181,0.3077095406501267,152,0,603.0096444015763
LOC-0161,3333,51.72544600319961,92899,128,11.486806373491099,92.39554268911891,89.96823330672483,2.8169481738994357,0.26052867909170135,4,0,935.2985420044898
LOC-0162,14864,64.10550956252587,455225,286,10.21798703110897,95.18404329407349,60.659289338144134,4.759549835021548,0.29687970468716235,75,0,892.8308165857005
LOC-0163,3534,60.55914251455499,411450,263,18.280124734913205,73.62180222717129,66.82101516594841,4.077311891728523,0.19583610406155139,58,0,764.2318034397615
LOC-0164,1533,41.32782512820441,434877,187,12.770009305541663,87.44719705095326,78.86402271934162,7.190950314428459,0.20991263739158594,85,0,786.4892002502189
LOC-0165,22048,52.70094263210835,390456,271,22.51211142294407,68.58243154858499,105.10482660268238,3.630902478098804,0.25030605440045306,96,0,721.2264431595544
LOC-0166,9294,53.717564151840264,349999,195,24.76185932183111,76.09452639888588,84.65136592337254,6.558885327241732,0.3174618641151411,140,0,657.2327138237303
LOC-0167,8999,50.28004913975958,306439,152,17.756420636351557,73.79471096122428,80.15830116770528,8.354161130999916,0.2445326880527502,104,0,628.8788630029868
LOC-0168,28054,42.99837343571002,492539,150,8.384906618607488,23.433509280198095,76.5328019078782,3.587578562657227,0.28409592098623704,8,0,1174.7195651761847
LOC-0169,23095,46.173836378872366,90743,147,20.356637818909714,53.445353426956274,73.483178837577,3.7838267227239966,0.27761141925159777,99,0,1046.4397968349151
LOC-0170,33907,50.862945145984206,200193,127,19.757656683516153,45.33153102572336,71.25881141607793,3.9843827546631596,0.3317132572305215,112,1,1005.763476845762
LOC-0171,19773,50.14984385337843,255330,237,5.842698548875842,68.11631843865597,89.77198603754408,4.785868942532359,0.16951764964365412,102,0,743.0099709385536
LOC-0172,23802,51.059777442398804,473628,116,17.565467683023506,87.19549074409886,66.13162260940429,7.92173961236838,0.3099919176442892,174,1,776.0502826667196
LOC-0173,7210,51.45623622243767,461792,128,16.245177839255923,84.08733261211108,82.81832959885132,6.73860105271534,0.2536003951491765,79,0,779.921838045022
LOC-0174,25586,52.03207410176746,169880,290,6.233346753228308,70.51887523164902,74.7950749725902,3.8164789825743966,0.16440401613941638,44,0,980.0024911523633
LOC-0175,44865,61.951856747888414,123959,224,14.975466810946372,27.058111445071773,83.9173412126658,6.139374844893979,0.22618552984562074,83,1,1125.083433251431
LOC-0176,13900,50.785998206907436,304896,224,5.299123410644477,22.365414028911868,82.16715267850137,8.138441680154932,0.26204043423617285,104,0,884.7859658436438
LOC-0177,4536,62.83210395765677,59844,162,7.944957917277513,20.863028402123398,75.92775826076074,6.894309375948682,0.2955986481554138,136,0,564.3855250378891
LOC-0178,34212,51.298039432299795,414024,287,17.38025915249868,60.993631270099236,91.27320291522616,6.061279325026769,0.2735912966210854,70,0,1086.6092443510022
LOC-0179,1514,62.65613630462991,424647,214,6.134859889508033,73.224876029103,64.74289557326179,3.7440213182668884,0.20582549773050185,7,0,859.1806296244498
